team,score,overs,rpo,innings,result,opposition,ground,date,toss
Pakistan,287/9,50,5.74,1,won,v New Zealand,Abu Dhabi,2009-03-11,won
New Zealand,149,39.2,3.78,2,lost,v Pakistan,Abu Dhabi,2009-03-11,lost
India,149,36.3,4.08,1,lost,v New Zealand,Auckland,2009-03-14,won
New Zealand,151/2,23.2,6.47,2,won,v India,Auckland,2009-03-14,lost
England,270/7,50,5.4,1,won,v West Indies,Providence,2009-03-20,won
West Indies,244/7,46.2,5.26,2,lost,v England,Providence,2009-03-20,lost
West Indies,264/8,50,5.28,1,won,v England,Providence,2009-03-22,won
England,243,48.2,5.02,2,lost,v West Indies,Providence,2009-03-22,lost
England,117,41.3,2.81,1,lost,v West Indies,Bridgetown,2009-03-27,lost
West Indies,117/2,14.4,7.97,2,won,v England,Bridgetown,2009-03-27,won
West Indies,239/9,50,4.78,1,lost,v England,Bridgetown,2009-03-29,lost
England,136/1,18.3,7.35,2,won,v West Indies,Bridgetown,2009-03-29,won
Kenya,199,48.5,4.07,1,lost,v Zimbabwe,Nairobi (Gym),2009-04-02,won
Zimbabwe,203/3,35,5.8,2,won,v Kenya,Nairobi (Gym),2009-04-02,lost
Australia,260/5,50,5.2,1,won,v England,The Oval,2009-04-09,lost
England,256/8,50,5.12,2,lost,v Australia,The Oval,2009-04-09,won
South Africa,317/6,50,6.34,1,won,v Australia,Port Elizabeth,2009-04-13,lost
Australia,256,45.5,5.58,2,lost,v South Africa,Port Elizabeth,2009-04-13,won
Australia,303/7,50,6.06,1,won,v South Africa,Johannesburg,2009-04-17,lost
South Africa,256,45.5,5.58,2,lost,v Australia,Johannesburg,2009-04-17,won
Afghanistan,295/8,50,5.9,1,won,v Scotland,Benoni,2009-04-19,won
Scotland,206,40,5.15,2,lost,v Afghanistan,Benoni,2009-04-19,lost
Canada,185,48,3.85,1,lost,v Ireland,Centurion,2009-04-19,lost
Ireland,188/1,42.3,4.42,2,won,v Canada,Centurion,2009-04-19,won
Kenya,179,43.1,4.14,1,lost,v Netherlands,Potchefstroom,2009-04-19,lost
Netherlands,183/4,32.1,5.68,2,won,v Kenya,Potchefstroom,2009-04-19,won
Australia,168,38.5,4.32,1,lost,v Pakistan,Dubai (DSC),2009-04-22,won
Pakistan,171/6,44.1,3.87,2,won,v Australia,Dubai (DSC),2009-04-22,lost
Pakistan,207,46.2,4.46,1,lost,v Australia,Dubai (DSC),2009-04-24,won
Australia,208/4,45.1,4.6,2,won,v Pakistan,Dubai (DSC),2009-04-24,lost
Australia,198/7,50,3.96,1,won,v Pakistan,Abu Dhabi,2009-04-27,won
Pakistan,171,47.1,3.62,2,lost,v Australia,Abu Dhabi,2009-04-27,lost
India,332/5,50,6.64,1,won,v Sri Lanka,Colombo (RPS),2009-05-02,won
Sri Lanka,265,48,5.52,2,lost,v India,Colombo (RPS),2009-05-02,lost
Australia,131,40.2,3.24,1,lost,v South Africa,Centurion,2009-05-04,won
South Africa,132/3,26.2,5.01,2,won,v Australia,Centurion,2009-05-04,lost
India,DNB,0,0,0,n/r,v West Indies,Gros Islet,2009-05-07,won
West Indies,27/01/19,7.3,3.6,1,n/r,v India,Gros Islet,2009-05-07,lost
New Zealand,200/9,50,4,1,lost,v Australia,Centurion,2009-05-10,won
Australia,206/4,45.2,4.54,2,won,v New Zealand,Centurion,2009-05-10,lost
Zimbabwe,221/9,50,4.42,1,lost,v Bangladesh,Chattogram,2009-05-11,lost
Bangladesh,222/9,49,4.53,2,won,v Zimbabwe,Chattogram,2009-05-11,won
Australia,350/4,50,7,1,won,v India,Hyderabad (Deccan),2009-05-11,won
India,347,49.4,6.98,2,lost,v Australia,Hyderabad (Deccan),2009-05-11,lost
Australia,350/4,50,7,1,won,v India,Hyderabad (Deccan),2009-05-11,won
West Indies,160,38.3,4.15,1,lost,v England,Bristol,2009-05-24,lost
England,161/4,36,4.47,2,won,v West Indies,Bristol,2009-05-24,won
England,328/7,50,6.56,1,won,v West Indies,Birmingham,2009-05-26,lost
West Indies,270,49.4,5.43,2,lost,v England,Birmingham,2009-05-26,won
Australia,225/5,50,4.5,1,lost,v New Zealand,Melbourne,2009-06-02,lost
New Zealand,226/4,48.5,4.62,2,won,v Australia,Melbourne,2009-06-02,won
New Zealand,DNB,0,0,0,n/r,v India,Wellington,2009-06-03,lost
India,188/4,28.4,6.55,1,n/r,v New Zealand,Wellington,2009-06-03,won
Bermuda,259/5,50,5.18,1,lost,v Kenya,Potchefstroom,2009-06-04,lost
Kenya,260/3,45,5.77,2,won,v Bermuda,Potchefstroom,2009-06-04,won
Canada,220,48,4.58,1,lost,v Ireland,Benoni,2009-06-04,lost
Ireland,223/4,41,5.43,2,won,v Canada,Benoni,2009-06-04,won
Australia,249/8,50,4.98,1,won,v England,Lord's,2009-06-09,lost
England,210,46.1,4.54,2,lost,v Australia,Lord's,2009-06-09,won
New Zealand,303/8,50,6.06,1,won,v Pakistan,Abu Dhabi,2009-06-11,won
Pakistan,239,47.2,5.04,2,lost,v New Zealand,Abu Dhabi,2009-06-11,lost
India,339/6,50,6.78,1,won,v West Indies,Kingston,2009-06-26,won
West Indies,319,48.1,6.62,2,lost,v India,Kingston,2009-06-26,lost
India,188,48.2,3.88,1,lost,v West Indies,Kingston,2009-06-28,won
West Indies,192/2,34.1,5.61,2,won,v India,Kingston,2009-06-28,lost
West Indies,128,41.4,3.07,1,lost,v New Zealand,Wellington,2009-07-01,lost
New Zealand,129/3,20.3,6.29,2,won,v West Indies,Wellington,2009-07-01,won
Scotland,286/4,50,5.72,1,lost,v Canada,Aberdeen,2009-07-07,lost
Canada,287/4,48.4,5.89,2,won,v Scotland,Aberdeen,2009-07-07,won
Pakistan,321/5,50,6.42,1,won,v Sri Lanka,Colombo (RPS),2009-07-08,won
Sri Lanka,175,36.1,4.83,2,lost,v Pakistan,Colombo (RPS),2009-07-08,lost
Bangladesh,246/9,50,4.92,1,won,v West Indies,Roseau,2009-07-26,lost
West Indies,194,43.4,4.44,2,lost,v Bangladesh,Roseau,2009-07-26,won
West Indies,274/6,50,5.48,1,lost,v Bangladesh,Roseau,2009-07-28,won
Bangladesh,276/7,49,5.63,2,won,v West Indies,Roseau,2009-07-28,lost
Sri Lanka,232/9,50,4.64,1,won,v Pakistan,Dambulla,2009-07-30,lost
Pakistan,196,44.4,4.38,2,lost,v Sri Lanka,Dambulla,2009-07-30,won
West Indies,248,47.4,5.2,1,lost,v Bangladesh,Basseterre,2009-07-31,won
Bangladesh,249/7,48.5,5.09,2,won,v West Indies,Basseterre,2009-07-31,lost
Australia,301/9,50,6.02,1,won,v New Zealand,Sydney,2009-08-02,lost
New Zealand,269,47.3,5.66,2,lost,v Australia,Sydney,2009-08-02,won
Sri Lanka,320/8,50,6.4,1,won,v India,Colombo (RPS),2009-08-02,won
India,252,48.5,5.16,2,lost,v Sri Lanka,Colombo (RPS),2009-08-02,lost
India,392/4,50,7.84,1,won,v New Zealand,Christchurch,2009-08-03,lost
New Zealand,334,45.1,7.39,2,lost,v India,Christchurch,2009-08-03,won
Netherlands,304/9,50,6.08,1,won,v Bermuda,Potchefstroom,2009-08-04,lost
Bermuda,241/9,50,4.82,2,lost,v Netherlands,Potchefstroom,2009-08-04,won
Canada,252/7,50,5.04,1,won,v Scotland,Benoni,2009-08-04,lost
Scotland,104,30.5,3.37,2,lost,v Canada,Benoni,2009-08-04,won
Canada,250/9,50,5,1,lost,v Scotland,Aberdeen,2009-08-07,won
Scotland,253/5,47.2,5.34,2,won,v Canada,Aberdeen,2009-08-07,lost
Sri Lanka,216/7,50,4.32,1,won,v New Zealand,Colombo (RPS),2009-08-09,won
New Zealand,119,36.1,3.29,2,lost,v Sri Lanka,Colombo (RPS),2009-08-09,lost
India,170,48,3.54,1,lost,v Australia,Guwahati,2009-08-11,won
Australia,172/4,41.5,4.11,2,won,v India,Guwahati,2009-08-11,lost
South Africa,295/5,50,5.9,1,won,v Zimbabwe,Benoni,2009-08-11,lost
Zimbabwe,250/6,50,5,2,lost,v South Africa,Benoni,2009-08-11,won
Zimbabwe,323/7,50,6.46,1,won,v Bangladesh,Bulawayo,2009-08-14,lost
Bangladesh,254,44.2,5.72,2,lost,v Zimbabwe,Bulawayo,2009-08-14,won
Zimbabwe,312/8,50,6.24,1,lost,v Bangladesh,Bulawayo,2009-08-16,won
Bangladesh,313/6,47.5,6.54,2,won,v Zimbabwe,Bulawayo,2009-08-16,lost
Zimbabwe,209,46.4,4.47,1,lost,v Bangladesh,Bulawayo,2009-08-18,won
Bangladesh,212/5,47.5,4.43,2,won,v Zimbabwe,Bulawayo,2009-08-18,lost
Kenya,113,33.1,3.4,1,lost,v Canada,King City (NW),2009-08-19,lost
Canada,117/1,16.2,7.16,2,won,v Kenya,King City (NW),2009-08-19,won
Ireland,205/9,50,4.1,1,won,v Scotland,Aberdeen,2009-08-22,lost
Scotland,109,40.3,2.69,2,lost,v Ireland,Aberdeen,2009-08-22,won
Kenya,DNB,0,0,0,n/r,v Canada,King City (NW),2009-08-22,won
Canada,63/3,17.1,3.66,1,n/r,v Kenya,King City (NW),2009-08-22,lost
England,203/9,50,4.06,1,won,v Ireland,Belfast,2009-08-27,won
Ireland,112/9,20,5.6,2,lost,v England,Belfast,2009-08-27,lost
Australia,345,50,6.9,1,won,v Scotland,Edinburgh,2009-08-28,lost
Scotland,156,39.3,3.94,2,lost,v Australia,Edinburgh,2009-08-28,won
Netherlands,188,47,4,1,won,v Afghanistan,Amstelveen,2009-08-30,lost
Afghanistan,180,49.5,3.61,2,lost,v Netherlands,Amstelveen,2009-08-30,won
South Africa,289/6,50,5.78,1,won,v Australia,Cape Town,2009-09-04,won
Australia,264/7,50,5.28,2,lost,v South Africa,Cape Town,2009-09-04,lost
Kenya,214/9,50,4.28,1,lost,v Ireland,Dublin,2009-09-07,won
Ireland,215/7,48.5,4.4,2,won,v Kenya,Dublin,2009-09-07,lost
Zimbabwe,207,47.5,4.32,1,lost,v Bangladesh,Bulawayo,2009-09-08,lost
Bangladesh,211/2,34.3,6.11,2,won,v Zimbabwe,Bulawayo,2009-09-08,won
Pakistan,279/8,50,5.58,1,won,v Sri Lanka,Colombo (RPS),2009-09-08,won
Sri Lanka,147,34.2,4.28,2,lost,v Pakistan,Colombo (RPS),2009-09-08,lost
England,228/9,50,4.56,1,lost,v Australia,Southampton,2009-09-09,won
Australia,230/4,48.3,4.74,2,won,v England,Southampton,2009-09-09,lost
New Zealand,211,46.3,4.53,1,won,v Pakistan,Abu Dhabi,2009-09-11,won
Pakistan,204,49.1,4.14,2,lost,v New Zealand,Abu Dhabi,2009-09-11,lost
India,319/5,50,6.38,1,won,v Sri Lanka,Colombo (RPS),2009-09-14,won
Sri Lanka,273,46.4,5.85,2,lost,v India,Colombo (RPS),2009-09-14,lost
England,299,50,5.98,1,lost,v Australia,Nottingham,2009-09-15,won
Australia,302/6,48.2,6.24,2,won,v England,Nottingham,2009-09-15,lost
Australia,296/8,50,5.92,1,won,v England,Nottingham,2009-09-17,won
England,185,41,4.51,2,lost,v Australia,Nottingham,2009-09-17,lost
Australia,176,45.5,3.84,1,lost,v England,Chester-le-Street,2009-09-20,lost
England,177/6,40,4.42,2,won,v Australia,Chester-le-Street,2009-09-20,won
Sri Lanka,319/8,50,6.38,1,won,v South Africa,Centurion,2009-09-22,lost
South Africa,206/7,37.4,5.46,2,lost,v Sri Lanka,Centurion,2009-09-22,won
West Indies,133,34.3,3.85,1,lost,v Pakistan,Johannesburg,2009-09-23,won
Pakistan,134/5,30.3,4.39,2,won,v West Indies,Johannesburg,2009-09-23,lost
New Zealand,214,47.5,4.47,1,lost,v South Africa,Centurion,2009-09-24,lost
South Africa,217/5,41.1,5.27,2,won,v New Zealand,Centurion,2009-09-24,won
Sri Lanka,212,47.3,4.46,1,lost,v England,Johannesburg,2009-09-25,lost
England,213/4,45,4.73,2,won,v Sri Lanka,Johannesburg,2009-09-25,won
Australia,275/8,50,5.5,1,won,v West Indies,Johannesburg,2009-09-26,lost
West Indies,225,46.5,4.8,2,lost,v Australia,Johannesburg,2009-09-26,won
Pakistan,302/9,50,6.04,1,won,v India,Centurion,2009-09-26,won
India,248,44.5,5.53,2,lost,v Pakistan,Centurion,2009-09-26,lost
New Zealand,315/7,50,6.3,1,won,v Sri Lanka,Johannesburg,2009-09-27,lost
Sri Lanka,277,46.4,5.93,2,lost,v New Zealand,Johannesburg,2009-09-27,won
England,323/8,50,6.46,1,won,v South Africa,Centurion,2009-09-27,won
South Africa,301/9,50,6.02,2,lost,v England,Centurion,2009-09-27,lost
India,DNB,0,0,0,n/r,v Australia,Centurion,2009-09-28,lost
Australia,234/4,42.3,5.5,1,n/r,v India,Centurion,2009-09-28,won
England,146,43.1,3.38,1,lost,v New Zealand,Johannesburg,2009-09-29,lost
New Zealand,147/6,27.1,5.41,2,won,v England,Johannesburg,2009-09-29,won
Pakistan,205/6,50,4.1,1,lost,v Australia,Centurion,2009-09-30,lost
Australia,206/8,50,4.12,2,won,v Pakistan,Centurion,2009-09-30,won
West Indies,129,36,3.58,1,lost,v India,Johannesburg,2009-09-30,lost
India,130/3,32.1,4.04,2,won,v West Indies,Johannesburg,2009-09-30,won
New Zealand,275/4,50,5.5,1,n/r,v West Indies,Auckland,2009-10-01,lost
West Indies,64/0,10.3,6.09,2,n/r,v New Zealand,Auckland,2009-10-01,won
Zimbabwe,205/9,50,4.1,1,won,v Bangladesh,Dhaka,2009-10-01,lost
Bangladesh,167,46.2,3.6,2,lost,v Zimbabwe,Dhaka,2009-10-01,won
New Zealand,244/8,50,4.88,1,lost,v Australia,Adelaide,2009-10-02,won
Australia,247/4,48.2,5.11,2,won,v New Zealand,Adelaide,2009-10-02,lost
South Africa,331/5,50,6.62,1,won,v Zimbabwe,Centurion,2009-10-11,lost
Zimbabwe,119,34.3,3.44,2,lost,v South Africa,Centurion,2009-10-11,won
Zimbabwe,263/7,50,5.26,1,won,v Kenya,Harare,2009-10-13,won
Kenya,177,44.5,3.94,2,lost,v Zimbabwe,Harare,2009-10-13,lost
Kenya,266/9,50,5.32,1,won,v Zimbabwe,Harare,2009-10-15,won
Zimbabwe,246,49.5,4.93,2,lost,v Kenya,Harare,2009-10-15,lost
Kenya,270/8,50,5.4,1,lost,v Zimbabwe,Harare,2009-10-17,won
Zimbabwe,271/4,48,5.64,2,won,v Kenya,Harare,2009-10-17,lost
Zimbabwe,329/3,50,6.58,1,won,v Kenya,Harare,2009-10-18,won
Kenya,187,39.3,4.73,2,lost,v Zimbabwe,Harare,2009-10-18,lost
Australia,292/8,50,5.84,1,won,v India,Vadodara,2009-10-25,won
India,288/8,50,5.76,2,lost,v Australia,Vadodara,2009-10-25,lost
Bangladesh,186,46.5,3.97,1,lost,v Zimbabwe,Dhaka,2009-10-27,lost
Zimbabwe,189/5,34.4,5.45,2,won,v Bangladesh,Dhaka,2009-10-27,won
India,354/7,50,7.08,1,won,v Australia,Nagpur,2009-10-28,lost
Australia,255,48.3,5.25,2,lost,v India,Nagpur,2009-10-28,won
Zimbabwe,219,47.2,4.62,1,lost,v Bangladesh,Dhaka,2009-10-29,won
Bangladesh,221/3,29.3,7.49,2,won,v Zimbabwe,Dhaka,2009-10-29,lost
Zimbabwe,196,41.1,4.76,1,lost,v Bangladesh,Dhaka,2009-10-31,lost
Bangladesh,198/6,40.4,4.86,2,won,v Zimbabwe,Dhaka,2009-10-31,won
Australia,229/5,50,4.58,1,lost,v India,Delhi,2009-10-31,won
India,230/4,48.2,4.75,2,won,v Australia,Delhi,2009-10-31,lost
New Zealand,270/5,47,5.74,1,lost,v India,Hamilton,2009-11-03,won
India,201/0,23.3,8.55,2,won,v New Zealand,Hamilton,2009-11-03,lost
Netherlands,237/7,50,4.74,1,won,v Canada,Amstelveen,2009-11-07,lost
Canada,187,39,4.79,2,lost,v Netherlands,Amstelveen,2009-11-07,won
Kenya,175,45.1,3.87,1,lost,v Ireland,Dublin,2009-11-07,won
Ireland,104/1,21,4.95,2,won,v Kenya,Dublin,2009-11-07,lost
Bangladesh,320/8,50,6.4,1,won,v Zimbabwe,Bulawayo,2009-11-08,lost
Zimbabwe,271,46.1,5.87,2,lost,v Bangladesh,Bulawayo,2009-11-08,won
New Zealand,155,46.3,3.33,1,lost,v India,Colombo (RPS),2009-11-09,won
India,156/4,40.3,3.85,2,won,v New Zealand,Colombo (RPS),2009-11-09,lost
South Africa,250/9,50,5,1,lost,v England,Centurion,2009-11-22,lost
England,252/3,46,5.47,2,won,v South Africa,Centurion,2009-11-22,won
South Africa,354/6,50,7.08,1,won,v England,Cape Town,2009-11-27,won
England,242,41.3,5.83,2,lost,v South Africa,Cape Town,2009-11-27,lost
South Africa,119,36.5,3.23,1,lost,v England,Port Elizabeth,2009-11-29,won
England,121/3,31.2,3.86,2,won,v South Africa,Port Elizabeth,2009-11-29,lost
Sri Lanka,210/6,50,4.2,1,won,v Zimbabwe,Dhaka,2009-12-01,lost
Zimbabwe,80,28.2,2.82,2,lost,v Sri Lanka,Dhaka,2009-12-01,won
Ireland,256/7,50,5.12,1,won,v Kenya,Dublin,2009-12-07,lost
Kenya,240/6,46,5.21,2,lost,v Ireland,Dublin,2009-12-07,won
Sri Lanka,307/6,50,6.14,1,won,v India,Colombo (RPS),2009-12-09,won
India,168,37.2,4.5,2,lost,v Sri Lanka,Colombo (RPS),2009-12-09,lost
England,220,46.3,4.73,1,lost,v Australia,Lord's,2009-12-09,won
Australia,221/3,43.4,5.06,2,won,v England,Lord's,2009-12-09,lost
Zimbabwe,313/4,50,6.26,1,won,v Kenya,Harare,2009-12-10,won
Kenya,222,49.5,4.45,2,lost,v Zimbabwe,Harare,2009-12-10,lost
India,414/7,50,8.28,1,won,v Sri Lanka,Rajkot,2009-12-15,lost
Sri Lanka,411/8,50,8.22,2,lost,v India,Rajkot,2009-12-15,won
India,301/7,50,6.02,1,lost,v Sri Lanka,Nagpur,2009-12-18,won
Sri Lanka,302/7,49.1,6.14,2,won,v India,Nagpur,2009-12-18,lost
Sri Lanka,239,44.2,5.39,1,lost,v India,Cuttack,2009-12-21,won
India,243/3,42.3,5.71,2,won,v Sri Lanka,Cuttack,2009-12-21,lost
Sri Lanka,315/6,50,6.3,1,lost,v India,Kolkata,2009-12-24,won
India,317/3,48.1,6.58,2,won,v Sri Lanka,Kolkata,2009-12-24,lost
India,DNB,0,0,0,n/r,v Sri Lanka,Delhi,2009-12-27,won
Sri Lanka,83/5,23.3,3.53,1,n/r,v India,Delhi,2009-12-27,lost
India,DNB,0,-,0,n/r,v Sri Lanka,Delhi,2009-12-27,won
Zimbabwe,118,24.5,4.75,1,lost,v Sri Lanka,Bulawayo,2010-01-06,lost
Sri Lanka,119/1,15.2,7.76,2,won,v Zimbabwe,Bulawayo,2010-01-06,won
Canada,257/7,50,5.14,1,lost,v Afghanistan,The Hague,2010-01-07,won
Afghanistan,258/4,48.4,5.3,2,won,v Canada,The Hague,2010-01-07,lost
Kenya,163,45.3,3.58,1,lost,v Ireland,Rotterdam,2010-01-07,lost
Ireland,164/3,39.5,4.11,2,won,v Kenya,Rotterdam,2010-01-07,won
Netherlands,234/6,50,4.68,1,lost,v Scotland,Amstelveen,2010-01-07,won
Scotland,235/9,49.5,4.71,2,won,v Netherlands,Amstelveen,2010-01-07,lost
Zimbabwe,209,49,4.26,1,won,v Bangladesh,Dhaka,2010-01-12,lost
Bangladesh,200,49,4.08,2,lost,v Zimbabwe,Dhaka,2010-01-12,won
New Zealand,258/8,50,5.16,1,lost,v India,Jaipur,2010-01-12,lost
India,259/2,43,6.02,2,won,v New Zealand,Jaipur,2010-01-12,won
India,245,48.2,5.06,1,lost,v Sri Lanka,Dhaka,2010-01-13,lost
Sri Lanka,249/6,48.3,5.13,2,won,v India,Dhaka,2010-01-13,won
Pakistan,274,49.4,5.51,1,lost,v Australia,Brisbane,2010-01-22,won
Australia,275/5,48.3,5.67,2,won,v Pakistan,Brisbane,2010-01-22,lost
Australia,267/6,50,5.34,1,won,v Pakistan,Sydney,2010-01-24,lost
Pakistan,127,37.3,3.38,2,lost,v Australia,Sydney,2010-01-24,won
Australia,286/6,50,5.72,1,won,v Pakistan,Adelaide,2010-01-26,won
Pakistan,246,47.4,5.16,2,lost,v Australia,Adelaide,2010-01-26,lost
Australia,277/8,50,5.54,1,won,v Pakistan,Perth,2010-01-29,won
Pakistan,142,37.5,3.75,2,lost,v Australia,Perth,2010-01-29,lost
Pakistan,212,49.3,4.28,1,lost,v Australia,Perth,2010-01-31,won
Australia,213/8,49.2,4.31,2,won,v Pakistan,Perth,2010-01-31,lost
Bangladesh,260/6,50,5.2,1,lost,v England,Dhaka,2010-02-03,lost
England,261/8,48.5,5.34,2,won,v Bangladesh,Dhaka,2010-02-03,won
South Africa,228/9,50,4.56,1,won,v Pakistan,Dubai (DSC),2010-02-11,lost
Pakistan,226/9,50,4.52,2,lost,v South Africa,Dubai (DSC),2010-02-11,won
Australia,324/7,50,6.48,1,won,v West Indies,Brisbane,2010-02-14,lost
West Indies,274/8,50,5.48,2,lost,v Australia,Brisbane,2010-02-14,won
Netherlands,219/9,50,4.38,1,lost,v Kenya,Nairobi (Gym),2010-02-16,lost
Kenya,221/4,34.5,6.34,2,won,v Netherlands,Nairobi (Gym),2010-02-16,won
Afghanistan,289/6,50,5.78,1,won,v Canada,Sharjah,2010-02-16,lost
Canada,288/8,50,5.76,2,lost,v Afghanistan,Sharjah,2010-02-16,won
Netherlands,200,48.4,4.1,1,won,v Kenya,Nairobi (Gym),2010-02-18,lost
Kenya,120,32,3.75,2,lost,v Netherlands,Nairobi (Gym),2010-02-18,won
Afghanistan,177,43.1,4.1,1,lost,v Canada,Sharjah,2010-02-18,lost
Canada,178/6,39.2,4.52,2,won,v Afghanistan,Sharjah,2010-02-18,won
Australia,324/5,50,6.48,1,won,v West Indies,Melbourne,2010-02-19,won
West Indies,199,36.5,5.4,2,lost,v Australia,Melbourne,2010-02-19,lost
India,298/9,50,5.96,1,won,v South Africa,Jaipur,2010-02-21,lost
South Africa,297,50,5.94,2,lost,v India,Jaipur,2010-02-21,won
India,401/3,50,8.02,1,won,v South Africa,Gwalior,2010-02-24,won
South Africa,248,42.5,5.78,2,lost,v India,Gwalior,2010-02-24,lost
South Africa,365/2,50,7.3,1,won,v India,Ahmedabad,2010-02-27,won
India,275,44.3,6.17,2,lost,v South Africa,Ahmedabad,2010-02-27,lost
Bangladesh,228,45.4,4.99,1,lost,v England,Dhaka,2010-02-28,lost
England,229/4,46,4.97,2,won,v Bangladesh,Dhaka,2010-02-28,won
Australia,275/8,50,5.5,1,lost,v New Zealand,Napier,2010-03-03,won
New Zealand,281/8,49.2,5.69,2,won,v Australia,Napier,2010-03-03,lost
India,194/9,50,3.88,1,lost,v Zimbabwe,Harare,2010-03-06,lost
Zimbabwe,197/3,38.2,5.13,2,won,v India,Harare,2010-03-06,won
West Indies,252/6,50,5.04,1,lost,v South Africa,Port of Spain,2010-03-06,won
South Africa,255/9,49.4,5.13,2,won,v West Indies,Port of Spain,2010-03-06,lost
Ireland,237/9,50,4.74,1,won,v Afghanistan,Rotterdam,2010-03-07,won
Afghanistan,198,47.1,4.19,2,lost,v Ireland,Rotterdam,2010-03-07,lost
Scotland,236/4,50,4.72,1,won,v Canada,Amstelveen,2010-03-07,won
Canada,126/9,26,4.84,2,lost,v Scotland,Amstelveen,2010-03-07,lost
Netherlands,229,49.2,4.64,1,won,v Kenya,The Hague,2010-03-07,lost
Kenya,112,30,3.73,2,lost,v Netherlands,The Hague,2010-03-07,won
Australia,277/7,50,5.54,1,won,v England,Lord's,2010-03-07,won
England,235,46.3,5.05,2,lost,v Australia,Lord's,2010-03-07,lost
Australia,239/8,50,4.78,1,lost,v Sri Lanka,Melbourne,2010-03-11,won
Sri Lanka,243/9,44.2,5.48,2,won,v Australia,Melbourne,2010-03-11,lost
Zimbabwe,191,46.2,4.12,1,lost,v Bangladesh,Dhaka,2010-03-12,lost
Bangladesh,194/4,39.4,4.89,2,won,v Zimbabwe,Dhaka,2010-03-12,won
New Zealand,241/9,50,4.82,1,won,v Australia,Wellington,2010-03-13,lost
Australia,190,46.1,4.11,2,lost,v New Zealand,Wellington,2010-03-13,won
Zimbabwe,161,50,3.22,1,lost,v West Indies,Kingstown,2010-03-14,lost
West Indies,165/6,27.4,5.96,2,won,v Zimbabwe,Kingstown,2010-03-14,won
Bangladesh,260/7,50,5.2,1,lost,v Sri Lanka,Dhaka,2010-04-01,lost
Sri Lanka,261/3,44.5,5.82,2,won,v Bangladesh,Dhaka,2010-04-01,won
Zimbabwe,254/5,50,5.08,1,won,v West Indies,Providence,2010-04-03,won
West Indies,252/9,50,5.04,2,lost,v Zimbabwe,Providence,2010-04-03,lost
New Zealand,224/9,50,4.48,1,lost,v India,Vadodara,2010-04-12,lost
India,229/1,39.3,5.79,2,won,v New Zealand,Vadodara,2010-04-12,won
West Indies,316/4,50,6.32,1,won,v Canada,Kingston,2010-04-13,won
Canada,108,39.2,2.74,2,lost,v West Indies,Kingston,2010-04-13,lost
Ireland,219,50,4.38,1,lost,v West Indies,Kingston,2010-04-15,won
West Indies,213/4,44,4.84,2,won,v Ireland,Kingston,2010-04-15,lost
India,279/9,50,5.58,1,lost,v Sri Lanka,Dhaka,2010-05-01,lost
Sri Lanka,283/5,48,5.89,2,won,v India,Dhaka,2010-05-01,won
New Zealand,336/9,50,6.72,1,won,v Bangladesh,Napier,2010-05-02,won
Bangladesh,190,43.5,4.33,2,lost,v New Zealand,Napier,2010-05-02,lost
England,284/5,50,5.68,1,won,v Bangladesh,Chattogram,2010-05-03,lost
Bangladesh,239/9,50,4.78,2,lost,v England,Chattogram,2010-05-03,won
India,268/9,50,5.36,1,lost,v Sri Lanka,Harare,2010-05-06,lost
Sri Lanka,270/4,48.2,5.58,2,won,v India,Harare,2010-05-06,won
Kenya,233/7,50,4.66,1,lost,v Afghanistan,Amstelveen,2010-05-07,won
Afghanistan,234/9,50,4.68,2,won,v Kenya,Amstelveen,2010-05-07,lost
Scotland,117,47.2,2.47,1,lost,v Ireland,The Hague,2010-05-07,lost
Ireland,120/5,34.2,3.49,2,won,v Scotland,The Hague,2010-05-07,won
Canada,168,49.1,3.41,1,lost,v Netherlands,Rotterdam,2010-05-07,won
Netherlands,169/3,42.4,3.96,2,won,v Canada,Rotterdam,2010-05-07,lost
Bangladesh,228,49.3,4.6,1,won,v New Zealand,Dhaka,2010-05-10,won
New Zealand,200/8,37,5.4,2,lost,v Bangladesh,Dhaka,2010-05-10,lost
Sri Lanka,213/3,41.1,5.17,1,won,v Australia,Sydney,2010-05-11,won
Australia,210,37.4,5.57,2,lost,v Sri Lanka,Sydney,2010-05-11,lost
South Africa,274/6,50,5.48,1,lost,v Pakistan,Dubai (DSC),2010-05-11,won
Pakistan,275/9,49.5,5.51,2,won,v South Africa,Dubai (DSC),2010-05-11,lost
South Africa,280/7,48,5.83,1,won,v West Indies,North Sound,2010-05-22,lost
West Indies,215,44.1,4.86,2,lost,v South Africa,North Sound,2010-05-22,won
South Africa,300/5,50,6,1,won,v West Indies,North Sound,2010-05-24,won
West Indies,283,48.1,5.87,2,lost,v South Africa,North Sound,2010-05-24,lost
India,285/5,50,5.7,1,lost,v Zimbabwe,Bulawayo,2010-05-28,won
Zimbabwe,289/4,48.2,5.97,2,won,v India,Bulawayo,2010-05-28,lost
South Africa,224,47.2,4.73,1,won,v West Indies,Roseau,2010-05-28,won
West Indies,157,38,4.13,2,lost,v South Africa,Roseau,2010-05-28,lost
Sri Lanka,242,49.5,4.85,1,lost,v India,Bulawayo,2010-05-30,lost
India,243/3,43.3,5.58,2,won,v Sri Lanka,Bulawayo,2010-05-30,won
